,Unnamed: 0,ID,TYPE,DECLARATION,PROJECT,FILE
96,96,96,class,_GroupByMixin,pandas-main,resample.py
97,97,97,class,DatetimeIndexResampler,pandas-main,resample.py
98,98,98,class,DatetimeIndexResamplerGroupby,pandas-main,resample.py
99,99,99,class,PeriodIndexResampler,pandas-main,resample.py
100,100,100,class,PeriodIndexResamplerGroupby,pandas-main,resample.py
101,101,101,class,TimedeltaIndexResampler,pandas-main,resample.py
102,102,102,class,TimedeltaIndexResamplerGroupby,pandas-main,resample.py
103,103,103,class,TimeGrouper,pandas-main,resample.py
104,104,104,class,MultiIndexUIntEngine,pandas-main,multi.py
105,105,105,class,MultiIndexPyIntEngine,pandas-main,multi.py
106,106,106,class,MultiIndex,pandas-main,multi.py
107,107,107,class,PeriodIndex,pandas-main,period.py
108,108,108,class,IntervalIndex,pandas-main,interval.py
109,109,109,class,ExtensionIndex,pandas-main,extension.py
110,110,110,class,NDArrayBackedExtensionIndex,pandas-main,extension.py
111,111,111,class,Properties,pandas-main,accessors.py
112,112,112,class,ArrowTemporalProperties,pandas-main,accessors.py
113,113,113,class,DatetimeProperties,pandas-main,accessors.py
114,114,114,class,TimedeltaProperties,pandas-main,accessors.py
115,115,115,class,PeriodProperties,pandas-main,accessors.py
116,116,116,class,CombinedDatetimelikeProperties,pandas-main,accessors.py
117,117,117,class,Index,pandas-main,base.py
118,118,118,class,RangeIndex,pandas-main,range.py
119,119,119,class,DatetimeIndex,pandas-main,datetimes.py
120,120,120,class,CategoricalIndex,pandas-main,category.py
121,121,121,class,TimedeltaIndex,pandas-main,timedeltas.py
122,122,122,class,DatetimeIndexOpsMixin,pandas-main,datetimelike.py
123,123,123,class,DatetimeTimedeltaMixin,pandas-main,datetimelike.py
124,124,124,class,PandasBuffer,pandas-main,buffer.py
125,125,125,class,PandasBufferPyarrow,pandas-main,buffer.py
126,126,126,class,PandasDataFrameXchg,pandas-main,dataframe.py
127,127,127,class,PandasColumn,pandas-main,column.py
128,128,128,class,DlpackDeviceType,pandas-main,dataframe_protocol.py
129,129,129,class,DtypeKind,pandas-main,dataframe_protocol.py
130,130,130,class,ColumnNullType,pandas-main,dataframe_protocol.py
131,131,131,class,ColumnBuffers,pandas-main,dataframe_protocol.py
132,132,132,class,CategoricalDescription,pandas-main,dataframe_protocol.py
133,133,133,class,Buffer,pandas-main,dataframe_protocol.py
134,134,134,class,Column,pandas-main,dataframe_protocol.py
136,136,136,class,ArrowCTypes,pandas-main,utils.py
137,137,137,class,Endianness,pandas-main,utils.py
138,138,138,class,YearMonthDayDict,pandas-main,datetimes.py
139,139,139,class,FulldatetimeDict,pandas-main,datetimes.py
140,140,140,class,IndexType,pandas-main,extensions.py
141,141,141,class,SeriesType,pandas-main,extensions.py
142,142,142,class,IndexModel,pandas-main,extensions.py
143,143,143,class,SeriesModel,pandas-main,extensions.py
144,144,144,class,IlocType,pandas-main,extensions.py
145,145,145,class,ILocModel,pandas-main,extensions.py
146,146,146,class,PyTablesScope,pandas-main,pytables.py
147,147,147,class,Term,pandas-main,pytables.py
148,148,148,class,Constant,pandas-main,pytables.py
149,149,149,class,BinOp,pandas-main,pytables.py
150,150,150,class,FilterBinOp,pandas-main,pytables.py
151,151,151,class,JointFilterBinOp,pandas-main,pytables.py
152,152,152,class,ConditionBinOp,pandas-main,pytables.py
153,153,153,class,JointConditionBinOp,pandas-main,pytables.py
154,154,154,class,UnaryOp,pandas-main,pytables.py
155,155,155,class,PyTablesExprVisitor,pandas-main,pytables.py
156,156,156,class,PyTablesExpr,pandas-main,pytables.py
157,157,157,class,TermValue,pandas-main,pytables.py
158,158,158,class,DeepChainMap,pandas-main,scope.py
159,159,159,class,Scope,pandas-main,scope.py
162,162,162,class,Op,pandas-main,ops.py
164,164,164,class,Div,pandas-main,ops.py
166,166,166,class,MathCall,pandas-main,ops.py
167,167,167,class,FuncNode,pandas-main,ops.py
168,168,168,class,AbstractEngine,pandas-main,engines.py
169,169,169,class,NumExprEngine,pandas-main,engines.py
170,170,170,class,PythonEngine,pandas-main,engines.py
171,171,171,class,BaseExprVisitor,pandas-main,expr.py
172,172,172,class,PandasExprVisitor,pandas-main,expr.py
173,173,173,class,PythonExprVisitor,pandas-main,expr.py
174,174,174,class,Expr,pandas-main,expr.py
175,175,175,class,GroupByIndexingMixin,pandas-main,indexing.py
176,176,176,class,GroupByPositionalSelector,pandas-main,indexing.py
177,177,177,class,GroupByNthSelector,pandas-main,indexing.py
178,178,178,class,WrappedCythonOp,pandas-main,ops.py
179,179,179,class,BaseGrouper,pandas-main,ops.py
180,180,180,class,BinGrouper,pandas-main,ops.py
181,181,181,class,DataSplitter,pandas-main,ops.py
182,182,182,class,SeriesSplitter,pandas-main,ops.py
183,183,183,class,FrameSplitter,pandas-main,ops.py
184,184,184,class,NamedAgg,pandas-main,generic.py
185,185,185,class,SeriesGroupBy,pandas-main,generic.py
186,186,186,class,DataFrameGroupBy,pandas-main,generic.py
187,187,187,class,OutputKey,pandas-main,base.py
188,188,188,class,Grouper,pandas-main,grouper.py
189,189,189,class,Grouping,pandas-main,grouper.py
190,190,190,class,GroupByPlot,pandas-main,groupby.py
191,191,191,class,BaseGroupBy,pandas-main,groupby.py
192,192,192,class,GroupBy,pandas-main,groupby.py
193,193,193,class,JoinUnit,pandas-main,concat.py
194,194,194,class,Block,pandas-main,blocks.py
195,195,195,class,EABackedBlock,pandas-main,blocks.py
196,196,196,class,ExtensionBlock,pandas-main,blocks.py
197,197,197,class,NumpyBlock,pandas-main,blocks.py
198,198,198,class,NDArrayBackedExtensionBlock,pandas-main,blocks.py
199,199,199,class,DatetimeLikeBlock,pandas-main,blocks.py
200,200,200,class,DatetimeTZBlock,pandas-main,blocks.py
201,201,201,class,BlockPairInfo,pandas-main,ops.py
202,202,202,class,BaseBlockManager,pandas-main,managers.py
203,203,203,class,BlockManager,pandas-main,managers.py
204,204,204,class,SingleBlockManager,pandas-main,managers.py
205,205,205,class,_Concatenator,pandas-main,concat.py
206,206,206,class,_MergeOperation,pandas-main,merge.py
207,207,207,class,_OrderedMerge,pandas-main,merge.py
208,208,208,class,_AsOfMerge,pandas-main,merge.py
209,209,209,class,_Unstacker,pandas-main,reshape.py
210,210,210,class,ExtensionDtype,pandas-main,base.py
211,211,211,class,StorageExtensionDtype,pandas-main,base.py
212,212,212,class,Registry,pandas-main,base.py
213,213,213,class,PandasExtensionDtype,pandas-main,dtypes.py
214,214,214,class,CategoricalDtypeType,pandas-main,dtypes.py
215,215,215,class,CategoricalDtype,pandas-main,dtypes.py
216,216,216,class,DatetimeTZDtype,pandas-main,dtypes.py
217,217,217,class,PeriodDtype,pandas-main,dtypes.py
218,218,218,class,IntervalDtype,pandas-main,dtypes.py
219,219,219,class,NumpyEADtype,pandas-main,dtypes.py
220,220,220,class,BaseMaskedDtype,pandas-main,dtypes.py
221,221,221,class,SparseDtype,pandas-main,dtypes.py
222,222,222,class,ArrowDtype,pandas-main,dtypes.py
223,223,223,class,NDFrameDescriberAbstract,pandas-main,describe.py
224,224,224,class,SeriesDescriber,pandas-main,describe.py
225,225,225,class,DataFrameDescriber,pandas-main,describe.py
226,226,226,class,SelectN,pandas-main,selectn.py
227,227,227,class,SelectNSeries,pandas-main,selectn.py
228,228,228,class,SelectNFrame,pandas-main,selectn.py
229,229,229,class,ObjectStringArrayMixin,pandas-main,object_array.py
230,230,230,class,BaseStringArrayMethods,pandas-main,base.py
231,231,231,class,StringMethods,pandas-main,accessor.py
232,232,232,class,StringDtype,pandas-main,string_.py
233,233,233,class,BaseStringArray,pandas-main,string_.py
234,234,234,class,StringArray,pandas-main,string_.py
235,235,235,class,PeriodArray,pandas-main,period.py
236,236,236,class,NumpyExtensionArray,pandas-main,numpy_.py
237,237,237,class,IntervalArray,pandas-main,interval.py
238,238,238,class,NumericDtype,pandas-main,numeric.py
239,239,239,class,NumericArray,pandas-main,numeric.py
240,240,240,class,BaseMaskedArray,pandas-main,masked.py
241,241,241,class,NDArrayBackedExtensionArray,pandas-main,_mixins.py
242,242,242,class,BooleanDtype,pandas-main,boolean.py
243,243,243,class,BooleanArray,pandas-main,boolean.py
244,244,244,class,ExtensionArray,pandas-main,base.py
245,245,245,class,ExtensionArraySupportsAnyAll,pandas-main,base.py
246,246,246,class,ExtensionOpsMixin,pandas-main,base.py
247,247,247,class,ExtensionScalarOpsMixin,pandas-main,base.py
248,248,248,class,ArrowStringArrayMixin,pandas-main,_arrow_string_mixins.py
249,249,249,class,DatetimeArray,pandas-main,datetimes.py
250,250,250,class,FloatingDtype,pandas-main,floating.py
251,251,251,class,FloatingArray,pandas-main,floating.py
252,252,252,class,Float32Dtype,pandas-main,floating.py
253,253,253,class,Float64Dtype,pandas-main,floating.py
254,254,254,class,Categorical,pandas-main,categorical.py
255,255,255,class,CategoricalAccessor,pandas-main,categorical.py
256,256,256,class,ArrowStringArray,pandas-main,string_arrow.py
257,257,257,class,ArrowStringArrayNumpySemantics,pandas-main,string_arrow.py
258,258,258,class,IntegerDtype,pandas-main,integer.py
259,259,259,class,IntegerArray,pandas-main,integer.py
260,260,260,class,Int8Dtype,pandas-main,integer.py
261,261,261,class,Int16Dtype,pandas-main,integer.py
262,262,262,class,Int32Dtype,pandas-main,integer.py
263,263,263,class,Int64Dtype,pandas-main,integer.py
264,264,264,class,UInt8Dtype,pandas-main,integer.py
265,265,265,class,UInt16Dtype,pandas-main,integer.py
266,266,266,class,UInt32Dtype,pandas-main,integer.py
267,267,267,class,UInt64Dtype,pandas-main,integer.py
268,268,268,class,TimedeltaArray,pandas-main,timedeltas.py
269,269,269,class,DatetimeLikeArrayMixin,pandas-main,datetimelike.py
270,270,270,class,DatelikeOps,pandas-main,datetimelike.py
271,271,271,class,TimelikeOps,pandas-main,datetimelike.py
272,272,272,class,BaseAccessor,pandas-main,accessor.py
273,273,273,class,SparseAccessor,pandas-main,accessor.py
274,274,274,class,SparseFrameAccessor,pandas-main,accessor.py
275,275,275,class,ellipsis,pandas-main,array.py
276,276,276,class,SparseArray,pandas-main,array.py
277,277,277,class,ArrowPeriodType,pandas-main,extension_types.py
278,278,278,class,ArrowIntervalType,pandas-main,extension_types.py
279,279,279,class,ForbiddenExtensionType,pandas-main,extension_types.py
280,280,280,class,ArrowAccessor,pandas-main,accessors.py
281,281,281,class,ListAccessor,pandas-main,accessors.py
282,282,282,class,StructAccessor,pandas-main,accessors.py
283,283,283,class,ArrowExtensionArray,pandas-main,array.py
284,284,284,class,BaseIndexer,pandas-main,objects.py
285,285,285,class,FixedWindowIndexer,pandas-main,objects.py
286,286,286,class,VariableWindowIndexer,pandas-main,objects.py
287,287,287,class,VariableOffsetWindowIndexer,pandas-main,objects.py
288,288,288,class,ExpandingIndexer,pandas-main,objects.py
289,289,289,class,FixedForwardWindowIndexer,pandas-main,objects.py
290,290,290,class,GroupbyIndexer,pandas-main,objects.py
291,291,291,class,ExponentialMovingWindowIndexer,pandas-main,objects.py
292,292,292,class,ExponentialMovingWindow,pandas-main,ewm.py
293,293,293,class,ExponentialMovingWindowGroupby,pandas-main,ewm.py
294,294,294,class,OnlineExponentialMovingWindow,pandas-main,ewm.py
295,295,295,class,EWMMeanState,pandas-main,online.py
296,296,296,class,BaseWindow,pandas-main,rolling.py
297,297,297,class,BaseWindowGroupby,pandas-main,rolling.py
298,298,298,class,Window,pandas-main,rolling.py
299,299,299,class,RollingAndExpandingMixin,pandas-main,rolling.py
300,300,300,class,Rolling,pandas-main,rolling.py
301,301,301,class,RollingGroupby,pandas-main,rolling.py
302,302,302,class,Expanding,pandas-main,expanding.py
303,303,303,class,ExpandingGroupby,pandas-main,expanding.py
304,304,304,class,TestnanopsDataFrame,pandas-main,test_nanops.py
305,305,305,class,TestEnsureNumeric,pandas-main,test_nanops.py
306,306,306,class,TestNanvarFixedValues,pandas-main,test_nanops.py
307,307,307,class,TestNanskewFixedValues,pandas-main,test_nanops.py
308,308,308,class,TestNankurtFixedValues,pandas-main,test_nanops.py
309,309,309,class,TestDatetime64NaNOps,pandas-main,test_nanops.py
310,310,310,class,TestFactorize,pandas-main,test_algos.py
311,311,311,class,TestUnique,pandas-main,test_algos.py
312,312,312,class,TestIsin,pandas-main,test_algos.py
313,313,313,class,LikeNan,pandas-main,test_algos.py
314,314,314,class,TestValueCounts,pandas-main,test_algos.py
315,315,315,class,TestDuplicated,pandas-main,test_algos.py
316,316,316,class,TestHashTable,pandas-main,test_algos.py
317,317,317,class,TestRank,pandas-main,test_algos.py
318,318,318,class,TestMode,pandas-main,test_algos.py
319,319,319,class,TestDiff,pandas-main,test_algos.py
320,320,320,class,TestTake,pandas-main,test_take.py
321,321,321,class,TestExtensionTake,pandas-main,test_take.py
322,322,322,class,X,pandas-main,test_register_accessor.py
323,323,323,class,MyAccessor,pandas-main,test_register_accessor.py
324,324,324,class,Bad,pandas-main,test_register_accessor.py
325,325,325,class,somecall,pandas-main,test_common.py
326,326,326,class,TestIsBoolIndexer,pandas-main,test_common.py
327,327,327,class,MyList,pandas-main,test_common.py
328,328,328,class,TestFlags,pandas-main,test_flags.py
329,329,329,class,TestMultiLevel,pandas-main,test_multilevel.py
330,330,330,class,TestSorted,pandas-main,test_multilevel.py
331,331,331,class,TestExpressions,pandas-main,test_expressions.py
332,332,332,class,MyClass,pandas-main,test_downstream.py
333,333,333,class,Foo,pandas-main,test_errors.py
334,334,334,class,TestSorting,pandas-main,test_sorting.py
335,335,335,class,TestMerge,pandas-main,test_sorting.py
336,336,336,class,TestSafeSort,pandas-main,test_sorting.py
337,337,337,class,MyEA,pandas-main,test_extension.py
338,338,338,class,TestExtensionArray,pandas-main,test_extension.py
339,339,339,class,TestMaskedArrays,pandas-main,test_masked.py
340,340,340,class,Test2DCompat,pandas-main,test_masked.py
341,341,341,class,TestSparseArray,pandas-main,test_sparse.py
342,342,342,class,TestStringArray,pandas-main,test_string.py
344,344,344,class,TestIntervalArray,pandas-main,test_interval.py
345,345,345,class,TestArrowArray,pandas-main,test_arrow.py
346,346,346,class,TestLogicalOps,pandas-main,test_arrow.py
347,347,347,class,OldArrowExtensionArray,pandas-main,test_arrow.py
348,348,348,class,DummyDtype,pandas-main,test_common.py
349,349,349,class,DummyArray,pandas-main,test_common.py
350,350,350,class,TestExtensionArrayDtype,pandas-main,test_common.py
351,351,351,class,CapturingStringArray,pandas-main,test_common.py
352,352,352,class,TestNumpyExtensionArray,pandas-main,test_numpy.py
354,354,354,class,TestDatetimeArray,pandas-main,test_datetime.py
356,356,356,class,TestPeriodArray,pandas-main,test_period.py
358,358,358,class,TestCategorical,pandas-main,test_categorical.py
360,360,360,class,FloatAttrDtype,pandas-main,array.py
361,361,361,class,FloatAttrArray,pandas-main,array.py
362,362,362,class,ListDtype,pandas-main,array.py
363,363,363,class,ListArray,pandas-main,array.py
364,364,364,class,DateDtype,pandas-main,array.py
365,365,365,class,DateArray,pandas-main,array.py
366,366,366,class,BaseSetitemTests,pandas-main,setitem.py
367,367,367,class,BaseParsingTests,pandas-main,io.py
368,368,368,class,BaseCastingTests,pandas-main,casting.py
369,369,369,class,BaseReduceTests,pandas-main,reduce.py
370,370,370,class,BasePrintingTests,pandas-main,printing.py
371,371,371,class,BaseMissingTests,pandas-main,missing.py
372,372,372,class,BaseOpsUtil,pandas-main,ops.py
373,373,373,class,BaseArithmeticOpsTests,pandas-main,ops.py
374,374,374,class,BaseComparisonOpsTests,pandas-main,ops.py
375,375,375,class,BaseUnaryOpsTests,pandas-main,ops.py
376,376,376,class,BaseAccumulateTests,pandas-main,accumulate.py
377,377,377,class,BaseDtypeTests,pandas-main,dtype.py
378,378,378,class,BaseConstructorsTests,pandas-main,constructors.py
379,379,379,class,BaseExtensionTests,pandas-main,base.py
380,380,380,class,Dim2CompatTests,pandas-main,dim2.py
381,381,381,class,NDArrayBacked2DTests,pandas-main,dim2.py
382,382,382,class,BaseInterfaceTests,pandas-main,interface.py
383,383,383,class,BaseGetitemTests,pandas-main,getitem.py
384,384,384,class,BaseIndexTests,pandas-main,index.py
385,385,385,class,BaseMethodsTests,pandas-main,methods.py
386,386,386,class,ExtensionTests,pandas-main,__init__.py
387,387,387,class,BaseReshapingTests,pandas-main,reshaping.py
388,388,388,class,BaseGroupbyTests,pandas-main,groupby.py
389,389,389,class,JSONDtype,pandas-main,array.py
390,390,390,class,JSONArray,pandas-main,array.py
391,391,391,class,TestJSONArray,pandas-main,test_json.py
392,392,392,class,DecimalDtype,pandas-main,array.py
393,393,393,class,DecimalArray,pandas-main,array.py
394,394,394,class,TestDecimalArray,pandas-main,test_decimal.py
395,395,395,class,DecimalArrayWithoutFromSequence,pandas-main,test_decimal.py
396,396,396,class,DecimalArrayWithoutCoercion,pandas-main,test_decimal.py
397,397,397,class,TestSetOps,pandas-main,test_setops.py
398,398,398,class,TestSetOpsUnsorted,pandas-main,test_setops.py
400,400,400,class,TestContains,pandas-main,test_indexing.py
401,401,401,class,TestGetLoc,pandas-main,test_indexing.py
402,402,402,class,E,pandas-main,test_indexing.py
403,403,403,class,TestGetIndexer,pandas-main,test_indexing.py
404,404,404,class,TestConvertSliceIndexer,pandas-main,test_indexing.py
405,405,405,class,TestPutmask,pandas-main,test_indexing.py
406,406,406,class,CustomIndex,pandas-main,test_subclass.py
407,407,407,class,TestDatetimeEngine,pandas-main,test_engines.py
408,408,408,class,TestTimedeltaEngine,pandas-main,test_engines.py
409,409,409,class,TestNumericEngine,pandas-main,test_engines.py
410,410,410,class,TestObjectEngine,pandas-main,test_engines.py
411,411,411,class,TestDatetimeLike,pandas-main,test_datetimelike.py
412,412,412,class,TestCommon,pandas-main,test_common.py
413,413,413,class,TestConversion,pandas-main,test_any_index.py
414,414,414,class,TestRoundTrips,pandas-main,test_any_index.py
415,415,415,class,TestIndexing,pandas-main,test_any_index.py
416,416,416,class,TestRendering,pandas-main,test_any_index.py
417,417,417,class,TestReductions,pandas-main,test_any_index.py
418,418,418,class,TestIndexConstructorInference,pandas-main,test_index_new.py
419,419,419,class,TestDtypeEnforced,pandas-main,test_index_new.py
420,420,420,class,TestIndexConstructorUnwrapping,pandas-main,test_index_new.py
421,421,421,class,ArrayLike,pandas-main,test_index_new.py
422,422,422,class,TestIndexConstructionErrors,pandas-main,test_index_new.py
423,423,423,class,TestBase,pandas-main,test_old_base.py
424,424,424,class,TestNumericBase,pandas-main,test_old_base.py
425,425,425,class,TestIndex,pandas-main,test_base.py
426,426,426,class,TestMixedIntIndex,pandas-main,test_base.py
427,427,427,class,TestIndexUtils,pandas-main,test_base.py
428,428,428,class,TestTimedeltaIndex,pandas-main,test_setops.py
429,429,429,class,TestTimedeltaIndexDifference,pandas-main,test_setops.py
431,431,431,class,TestGetItem,pandas-main,test_indexing.py
434,434,434,class,TestWhere,pandas-main,test_indexing.py
436,436,436,class,TestMaybeCastSliceBound,pandas-main,test_indexing.py
438,438,438,class,TestVectorizedTimedelta,pandas-main,test_scalar_compat.py
439,439,439,class,TestFreq,pandas-main,test_freq_attr.py
440,440,440,class,TestTimedeltaIndexArithmetic,pandas-main,test_arithmetic.py
441,441,441,class,TestPickle,pandas-main,test_pickle.py
442,442,442,class,TestTimedeltaIndexOps,pandas-main,test_ops.py
444,444,444,class,TestTimedeltaIndexDelete,pandas-main,test_delete.py
445,445,445,class,TestTimedeltas,pandas-main,test_timedelta_range.py
446,446,446,class,TestJoin,pandas-main,test_join.py
447,447,447,class,TestSearchSorted,pandas-main,test_searchsorted.py
448,448,448,class,TestTimedeltaIndexRendering,pandas-main,test_formats.py
449,449,449,class,TestTimedeltaIndexFactorize,pandas-main,test_factorize.py
450,450,450,class,TestTimedeltaIndexShift,pandas-main,test_shift.py
452,452,452,class,TestTimedeltaIndexInsert,pandas-main,test_insert.py
453,453,453,class,TestRepeat,pandas-main,test_repeat.py
454,454,454,class,TestFillNA,pandas-main,test_fillna.py
456,456,456,class,TestSetOpsSort,pandas-main,test_setops.py
462,462,462,class,TestSliceLocs,pandas-main,test_indexing.py
463,463,463,class,TestGetSliceBounds,pandas-main,test_indexing.py
464,464,464,class,TestAstype,pandas-main,test_astype.py
465,465,465,class,TestFloatNumericIndex,pandas-main,test_numeric.py
466,466,466,class,TestNumericInt,pandas-main,test_numeric.py
467,467,467,class,TestIntNumericIndex,pandas-main,test_numeric.py
468,468,468,class,TestFloat16Index,pandas-main,test_numeric.py
469,469,469,class,TestJoinInt64Index,pandas-main,test_join.py
470,470,470,class,TestJoinUInt64Index,pandas-main,test_join.py
471,471,471,class,TestIntervalIndex,pandas-main,test_setops.py
472,472,472,class,TestIntervalRange,pandas-main,test_interval_range.py
473,473,473,class,ConstructorTests,pandas-main,test_constructors.py
474,474,474,class,TestFromArrays,pandas-main,test_constructors.py
475,475,475,class,TestFromBreaks,pandas-main,test_constructors.py
476,476,476,class,TestFromTuples,pandas-main,test_constructors.py
477,477,477,class,TestClassConstructors,pandas-main,test_constructors.py
487,487,487,class,TestEquals,pandas-main,test_equals.py
489,489,489,class,AstypeTests,pandas-main,test_astype.py
490,490,490,class,TestIntSubtype,pandas-main,test_astype.py
491,491,491,class,TestFloatSubtype,pandas-main,test_astype.py
492,492,492,class,TestDatetimelikeSubtype,pandas-main,test_astype.py
493,493,493,class,TestIntervalIndexRendering,pandas-main,test_formats.py
494,494,494,class,TestIntervalTree,pandas-main,test_interval_tree.py
495,495,495,class,TestCategoricalIndexConstructors,pandas-main,test_constructors.py
501,501,501,class,TestCategoricalIndex,pandas-main,test_category.py
502,502,502,class,TestCategoricalIndex2,pandas-main,test_category.py
504,504,504,class,TestReindex,pandas-main,test_reindex.py
506,506,506,class,TestAppend,pandas-main,test_append.py
507,507,507,class,TestCategoricalIndexRepr,pandas-main,test_formats.py
509,509,509,class,EqualsTests,pandas-main,test_equals.py
510,510,510,class,TestPeriodIndexEquals,pandas-main,test_equals.py
511,511,511,class,TestDatetimeIndexEquals,pandas-main,test_equals.py
512,512,512,class,TestTimedeltaIndexEquals,pandas-main,test_equals.py
513,513,513,class,TestSortValues,pandas-main,test_sort_values.py
514,514,514,class,DropDuplicates,pandas-main,test_drop_duplicates.py
515,515,515,class,TestDropDuplicatesPeriodIndex,pandas-main,test_drop_duplicates.py
516,516,516,class,TestDropDuplicatesDatetimeIndex,pandas-main,test_drop_duplicates.py
